tp,tn,fp,fn,precision,recall,f_score,epoch,batch
82,3823,111,16,0.4248704663212413,0.8367346938775425,0.5635738831610614,1,0
85,3849,89,9,0.48850574712643396,0.9042553191489267,0.634328358208495,1,10
96,3841,81,14,0.5423728813559292,0.8727272727272648,0.6689895470378501,1,20
95,3820,113,4,0.45673076923076705,0.9595959595959499,0.6188925081428814,1,30
87,3875,57,13,0.6041666666666625,0.8699999999999913,0.7131147540978711,1,40
83,3856,86,7,0.4911242603550267,0.9222222222222121,0.6409266409261825,1,50
99,3824,99,10,0.4999999999999975,0.9082568807339366,0.6449511400646843,1,60
77,3857,81,17,0.48734177215189567,0.8191489361702041,0.6111111111106385,1,70
93,3852,74,13,0.5568862275449069,0.8773584905660295,0.6813186813182013,1,80
94,3864,62,12,0.6025641025640988,0.8867924528301804,0.7175572519079096,1,90
76,3856,82,18,0.48101265822784506,0.8085106382978637,0.6031746031741306,1,100
95,3845,84,8,0.5307262569832373,0.9223300970873697,0.6737588652477585,1,110
92,3839,96,5,0.489361702127657,0.948453608247413,0.6456140350872658,1,120
81,3856,75,20,0.5192307692307659,0.801980198019794,0.6303501945520472,1,130
97,3847,76,12,0.5606936416184939,0.8899082568807258,0.6879432624108683,1,140
90,3855,76,11,0.5421686746987919,0.8910891089108823,0.6741573033703111,1,150
91,3870,60,11,0.6026490066225126,0.8921568627450893,0.7193675889323196,1,160
90,3862,70,10,0.5624999999999966,0.899999999999991,0.6923076923072137,1,170
95,3875,48,14,0.6643356643356597,0.8715596330275149,0.7539682539677571,1,180
97,3840,85,10,0.5329670329670301,0.9065420560747579,0.6712802768161381,1,190
87,3849,87,9,0.49999999999999717,0.9062499999999906,0.6444444444439814,1,200
98,3848,73,13,0.573099415204675,0.882882882882875,0.6950354609924255,1,210
91,3883,53,5,0.6319444444444401,0.9479166666666569,0.758333333332847,1,220
79,3854,87,12,0.47590361445782847,0.8681318681318586,0.6147859922174366,1,230
78,3886,62,6,0.5571428571428532,0.9285714285714176,0.6964285714280966,1,240
91,3847,88,6,0.5083798882681536,0.9381443298968976,0.6594202898546119,1,250
96,3827,98,11,0.49484536082473973,0.8971962616822347,0.6378737541523615,1,260
87,3848,91,6,0.4887640449438175,0.9354838709677319,0.6420664206637511,1,270
91,3812,116,13,0.4396135265700462,0.8749999999999917,0.5852090032149851,1,280
97,3834,89,12,0.5215053763440832,0.8899082568807258,0.6576271186435975,1,290
95,3834,96,7,0.497382198952877,0.9313725490195988,0.6484641638220673,1,300
96,3819,104,13,0.4799999999999976,0.8807339449541204,0.6213592233005102,1,310
86,3845,89,12,0.49142857142856866,0.8775510204081544,0.6300366300361652,1,320
82,3803,133,14,0.38139534883720755,0.8541666666666579,0.5273311897101808,1,330
86,3867,61,18,0.5850340136054382,0.826923076923069,0.6852589641429355,1,340
91,3843,87,11,0.5112359550561769,0.8921568627450893,0.6499999999995322,1,350
86,3808,123,15,0.4114832535885148,0.8514851485148431,0.5548387096769763,1,360
96,3845,87,4,0.5245901639344234,0.9599999999999904,0.6784452296815169,1,370
91,3857,81,3,0.5290697674418574,0.9680851063829685,0.6842105263153273,1,380
85,3872,63,12,0.5743243243243205,0.8762886597938054,0.6938775510199242,1,390
87,3871,68,6,0.5612903225806416,0.9354838709677319,0.701612903225332,1,400
79,3830,100,23,0.44134078212290256,0.7745098039215611,0.5622775800707079,1,410
87,3814,113,18,0.43499999999999783,0.8285714285714207,0.5704918032782332,1,420
81,3907,40,4,0.6694214876033003,0.9529411764705771,0.7864077669897989,1,430
95,3843,87,7,0.5219780219780191,0.9313725490195988,0.6690140845065772,1,440
88,3837,96,11,0.4782608695652148,0.88888888888888,0.6219081272080211,1,450
86,3846,87,13,0.4971098265895925,0.86868686868686,0.632352941176003,1,460
86,3844,87,15,0.4971098265895925,0.8514851485148431,0.6277372262769022,1,470
91,3864,67,10,0.575949367088604,0.9009900990098921,0.7027027027022217,1,480
102,3859,64,7,0.6144578313252975,0.935779816513753,0.7418181818176979,1,490
77,3885,60,10,0.5620437956204338,0.8850574712643577,0.6874999999995187,1,500
93,3851,76,12,0.5502958579881625,0.8857142857142773,0.6788321167878436,1,510
81,3809,124,18,0.39512195121951027,0.8181818181818099,0.5328947368416624,1,520
85,3895,47,5,0.643939393939389,0.944444444444434,0.7657657657652767,1,530
90,3856,76,10,0.5421686746987919,0.899999999999991,0.676691729322834,1,540
100,3842,79,11,0.5586592178770918,0.9009009009008928,0.6896551724133159,1,550
91,3874,59,8,0.6066666666666627,0.9191919191919099,0.7309236947786316,1,560
87,3838,93,14,0.4833333333333307,0.8613861386138529,0.6192170818500689,1,570
90,3861,72,9,0.5555555555555521,0.9090909090909,0.689655172413317,1,580
88,3839,97,8,0.4756756756756731,0.9166666666666572,0.6263345195724994,1,590
96,3826,97,13,0.4974093264248679,0.8807339449541204,0.635761589403508,1,600
93,3838,91,10,0.5054347826086929,0.9029126213592146,0.648083623692915,1,610
93,3861,71,7,0.5670731707317038,0.9299999999999907,0.7045454545449786,1,620
99,3806,116,11,0.4604651162790676,0.8999999999999918,0.6092307692303177,1,630
88,3839,92,13,0.4888888888888862,0.8712871287128627,0.6263345195724888,1,640
80,3861,77,14,0.5095541401273853,0.8510638297872251,0.6374501992027136,1,650
80,3877,66,9,0.5479452054794484,0.898876404494372,0.6808510638293109,1,660
78,3869,76,9,0.5064935064935032,0.8965517241379208,0.6473029045638486,1,670
87,3827,108,10,0.4461538461538439,0.8969072164948362,0.5958904109584563,1,680
96,3851,73,12,0.5680473372781032,0.8888888888888807,0.693140794223346,1,690
73,3861,90,8,0.44785276073619357,0.9012345679012235,0.5983606557372564,1,700
92,3873,52,15,0.6388888888888845,0.8598130841121415,0.7330677290831704,1,710
85,3879,57,11,0.5985915492957704,0.8854166666666575,0.714285714285227,1,720
92,3836,94,10,0.49462365591397583,0.9019607843137167,0.638888888888427,1,730
104,3810,107,11,0.49289099526066116,0.9043478260869487,0.6380368098154904,1,740
90,3878,57,7,0.6122448979591796,0.9278350515463822,0.737704918032302,1,750
84,3843,95,10,0.46927374301675717,0.8936170212765863,0.6153846153841593,1,760
72,3843,95,22,0.43113772455089566,0.7659574468085025,0.5517241379305694,1,770
106,3842,72,12,0.5955056179775248,0.8983050847457551,0.716216216215732,1,780
101,3813,107,11,0.48557692307692074,0.9017857142857063,0.631249999999541,1,790
95,3836,87,14,0.5219780219780191,0.8715596330275149,0.6529209621988397,1,800
84,3868,68,12,0.5526315789473648,0.8749999999999909,0.6774193548382297,1,810
89,3852,85,6,0.5114942528735603,0.936842105263148,0.6617100371742594,1,820
76,3793,151,12,0.334801762114536,0.8636363636363539,0.4825396825392768,1,830
98,3846,74,14,0.5697674418604618,0.8749999999999922,0.6901408450699399,1,840
93,3826,102,11,0.4769230769230745,0.8942307692307607,0.6220735785948599,1,850
88,3853,84,7,0.5116279069767412,0.9263157894736745,0.6591760299620835,1,860
93,3854,79,6,0.5406976744186015,0.9393939393939299,0.686346863468166,1,870
91,3846,85,10,0.5170454545454516,0.9009900990098921,0.6570397111908676,1,880
85,3856,80,11,0.515151515151512,0.8854166666666575,0.6513409961681123,1,890
81,3845,93,13,0.46551724137930767,0.8617021276595653,0.6044776119398385,1,900
86,3859,78,9,0.5243902439024358,0.9052631578947273,0.6640926640921945,1,910
95,3842,81,14,0.5397727272727242,0.8715596330275149,0.6666666666661896,1,920
87,3832,97,16,0.4728260869565192,0.8446601941747491,0.6062717770030199,1,930
