tp,tn,fp,fn,precision,recall,f_score,epoch,batch
72,3912,22,26,0.7659574468085025,0.7346938775510129,0.7499999999994924,1,0
81,3922,16,13,0.8350515463917441,0.8617021276595653,0.848167539266507,1,10
88,3917,5,22,0.9462365591397748,0.7999999999999927,0.8669950738911205,1,20
84,3910,23,15,0.7850467289719553,0.84848484848484,0.815533980582017,1,30
88,3923,9,12,0.9072164948453515,0.8799999999999912,0.8934010152279174,1,40
79,3935,7,11,0.9186046511627801,0.8777777777777681,0.8977272727267628,1,50
93,3912,11,16,0.8942307692307607,0.8532110091743041,0.8732394366192104,1,60
81,3929,9,13,0.89999999999999,0.8617021276595653,0.8804347826081862,1,70
90,3916,10,16,0.899999999999991,0.849056603773577,0.8737864077664822,1,80
86,3920,6,20,0.9347826086956421,0.8113207547169735,0.8686868686863625,1,90
72,3926,12,22,0.857142857142847,0.7659574468085025,0.8089887640444364,1,100
80,3921,8,23,0.9090909090908988,0.7766990291262061,0.8376963350780283,1,110
86,3927,8,11,0.9148936170212669,0.8865979381443208,0.9005235602089148,1,120
76,3921,10,25,0.8837209302325479,0.752475247524745,0.812834224598425,1,130
91,3918,5,18,0.9479166666666569,0.8348623853210932,0.8878048780482738,1,140
87,3927,4,14,0.9560439560439455,0.8613861386138529,0.906249999999492,1,150
86,3925,5,16,0.9450549450549347,0.8431372549019526,0.8911917098440519,1,160
81,3916,16,19,0.8350515463917441,0.809999999999992,0.8223350253802025,1,170
99,3917,6,10,0.942857142857134,0.9082568807339366,0.9252336448593046,1,180
93,3920,5,14,0.9489795918367251,0.8691588785046648,0.9073170731702238,1,190
83,3918,18,13,0.8217821782178137,0.8645833333333244,0.8426395939081212,1,200
88,3908,13,23,0.8712871287128627,0.7927927927927857,0.8301886792447764,1,210
86,3934,2,10,0.9772727272727162,0.895833333333324,0.9347826086951431,1,220
77,3924,17,14,0.8191489361702041,0.8461538461538369,0.8324324324319236,1,230
79,3933,15,5,0.8404255319148847,0.9404761904761794,0.8876404494376938,1,240
88,3935,0,9,0.9999999999999887,0.9072164948453515,0.9513513513508421,1,250
86,3919,6,21,0.9347826086956421,0.8037383177570019,0.8643216080396952,1,260
79,3933,6,14,0.9294117647058715,0.8494623655913888,0.8876404494376934,1,270
85,3913,15,19,0.8499999999999915,0.8173076923076845,0.8333333333328252,1,280
85,3910,13,24,0.8673469387755014,0.7798165137614608,0.8212560386468366,1,290
79,3920,10,23,0.8876404494381923,0.7745098039215611,0.827225130889546,1,300
95,3910,13,14,0.8796296296296215,0.8715596330275149,0.8755760368658513,1,310
79,3923,11,19,0.8777777777777681,0.8061224489795836,0.8404255319143855,1,320
74,3919,17,22,0.8131868131868043,0.7708333333333254,0.7914438502668716,1,330
84,3921,7,20,0.923076923076913,0.8076923076922999,0.8615384615379549,1,340
86,3922,8,16,0.9148936170212669,0.8431372549019526,0.8775510204076551,1,350
82,3923,8,19,0.911111111111101,0.8118811881188038,0.8586387434549899,1,360
84,3926,6,16,0.933333333333323,0.8399999999999916,0.8842105263152814,1,370
84,3925,13,10,0.8659793814432901,0.8936170212765863,0.8795811518319517,1,380
86,3929,6,11,0.9347826086956421,0.8865979381443208,0.9100529100524009,1,390
84,3937,2,9,0.9767441860465004,0.9032258064516032,0.9385474860330097,1,400
