tp,tn,fp,fn,precision,recall,f_score,epoch,batch
80,3848,86,18,0.4819277108433706,0.8163265306122366,0.6060606060601347,1,0
86,3872,66,8,0.5657894736842068,0.9148936170212669,0.6991869918694408,1,10
100,3875,47,10,0.6802721088435328,0.9090909090909008,0.7782101167310219,1,20
93,3854,79,6,0.5406976744186015,0.9393939393939299,0.686346863468166,1,30
90,3900,32,10,0.7377049180327808,0.899999999999991,0.8108108108103085,1,40
85,3900,42,5,0.6692913385826719,0.944444444444434,0.783410138248355,1,50
99,3875,48,10,0.6734693877550975,0.9082568807339366,0.773437499999505,1,60
80,3884,54,14,0.59701492537313,0.8510638297872251,0.7017543859644216,1,70
94,3872,54,12,0.6351351351351309,0.8867924528301804,0.7401574803144684,1,80
92,3879,47,14,0.6618705035971175,0.8679245283018786,0.7510204081627683,1,90
78,3886,52,16,0.5999999999999954,0.8297872340425444,0.6964285714280782,1,100
94,3871,58,9,0.6184210526315749,0.9126213592232921,0.737254901960297,1,110
90,3862,73,7,0.5521472392638003,0.9278350515463822,0.6923076923072191,1,120
84,3886,45,17,0.6511627906976694,0.8316831683168235,0.7304347826081967,1,130
101,3879,44,8,0.6965517241379262,0.9266055045871475,0.7952755905506848,1,140
90,3885,46,11,0.6617647058823481,0.8910891089108823,0.7594936708855804,1,150
91,3888,42,11,0.6842105263157844,0.8921568627450893,0.7744680851058852,1,160
87,3896,36,13,0.707317073170726,0.8699999999999913,0.7802690582954624,1,170
98,3888,35,11,0.7368421052631524,0.8990825688073313,0.8099173553713991,1,180
99,3872,53,8,0.65131578947368,0.9252336448598045,0.7644787644782737,1,190
89,3872,64,7,0.581699346405225,0.9270833333333237,0.7148594377505245,1,200
98,3865,56,13,0.6363636363636322,0.882882882882875,0.7396226415089415,1,210
94,3896,40,2,0.7014925373134276,0.9791666666666565,0.8173913043473325,1,220
85,3872,69,6,0.5519480519480484,0.9340659340659239,0.6938775510199356,1,230
80,3904,44,4,0.6451612903225755,0.9523809523809411,0.7692307692302803,1,240
